ACTION,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE
1,1,31,21407,1295,125,1772,6896,10980,1772
1,5,9,107,107,296,91,24,689,91
0,1,17,21407,1665,41,152,22,241,152
1,1,2,86,86,1135,1256,333,2636,1256
1,163,21,21407,2547,106,344,153,783,344
1,204,5,742,253,296,238,36,689,238
1,23,5,234,151,1135,1043,128,2636,1043
1,43,14,70,70,73,4649,6896,10980,4649
1,295,22,21407,2641,97,289,246,465,289
1,295,12,334,334,36,147,12,493,147
1,1,5,295,113,185,774,41,2400,774
1,5,66,21407,2547,37,224,4,412,224
1,3,13,36,36,211,344,3,783,344
1,3,6,400,22,1135,196,17,293,196
0,1,4,21407,2547,69,38,181,294,38
1,4,53,21407,2547,532,1772,233,10980,1772
1,4,1,21407,2547,150,27,2,181,27
1,8,19,721,721,296,3583,6896,10980,3583
1,78,10,275,257,147,199,1,1318,199
1,8,1,30,30,763,1256,530,2636,1256
1,2,4,118,50,546,1256,530,2636,1256
1,484,8,21407,1295,278,566,2,1287,566
1,2,26,21407,4424,183,521,22,941,521
1,65,5,197,197,179,1256,351,2636,1256
1,10,11,21407,1295,123,4649,282,10980,4649
1,15,3,66,66,138,4,3,108,4
1,4,8,21407,3945,292,347,123,1294,347
1,9,31,21407,4424,162,4649,6896,10980,4649
1,91,27,21407,2641,26,597,202,1287,597
1,409,31,21407,1796,415,4649,6896,10980,4649
1,32,8,21407,3945,543,467,80,892,467
1,5,4,186,186,431,806,25,2400,806
1,83,9,239,239,72,347,9,1294,347
1,239,38,21407,971,129,22,18,150,22
1,1,15,21407,1567,305,1772,6896,10980,1772
1,27,2,79,78,43,3583,6896,10980,3583
1,167,29,21407,3945,190,124,153,294,124
1,42,4,94,94,191,806,670,2400,806
1,18,5,239,239,79,116,5,493,116
1,16,10,144,144,659,394,81,1318,394
1,3,54,21407,2641,60,288,205,783,288
1,45,46,21407,4424,50,4649,6896,10980,4649
1,62,2,498,267,251,597,2,1287,597
1,4,48,21407,2547,139,3583,6896,10980,3583
1,32,9,21407,1665,179,196,6896,10980,196
1,14,10,21407,4424,79,473,10,2690,473
1,6,19,21407,1665,81,3583,6896,10980,3583
1,2,13,21407,1295,123,3583,1244,10980,3583
1,19,6,21407,1567,173,63,24,115,63
1,10,3,80,80,185,34,27,362,34
1,3,11,21407,4424,124,473,160,2690,473
1,26,4,129,129,1135,1256,333,2636,1256
1,11,24,21407,3945,183,45,7,689,45
1,6,24,21407,2547,37,115,179,412,115
1,13,13,21407,2547,230,3583,6896,10980,3583
1,68,29,721,721,415,521,94,941,521
1,11,61,21407,1665,206,1772,233,10980,1772
1,2,22,21407,3945,43,175,133,689,175
1,11,18,21407,3945,501,38,155,294,38
1,26,5,21407,1796,109,274,3,10980,274
1,295,45,742,253,103,82,20,107,82
1,3,41,186,186,110,42,45,1287,42
1,10,29,21407,2547,154,115,179,412,115
1,19,33,21407,2641,172,211,10,1294,211
1,20,2,149,123,763,1043,1,2636,1043
0,3,9,721,721,296,3583,6896,10980,3583
1,67,5,269,74,546,806,670,2400,806
1,16,6,234,151,1135,240,4,2636,240
1,10,8,21407,4424,111,216,17,2690,216
1,3,27,742,489,532,135,7,941,135
1,115,17,21407,3945,140,152,10,241,152
1,48,6,234,151,1135,240,24,2636,240
1,9,56,21407,4424,169,3583,6896,10980,3583
1,2,4,742,489,69,3583,6896,10980,3583
1,1,7,721,721,7,4649,6896,10980,4649
1,4,26,21407,971,111,4649,282,10980,4649
1,40,28,21407,1796,128,1772,6896,10980,1772
1,5,7,21407,1295,23,1772,1244,10980,1772
1,13,7,80,80,1135,1256,351,2636,1256
1,1,12,21407,1295,123,4649,6896,10980,4649
1,3,10,21407,4424,79,473,10,2690,473
1,1,4,721,721,79,3583,6896,10980,3583
1,1,14,21407,971,128,175,8,689,175
1,1,10,21407,4424,601,185,324,449,185
1,32,15,21407,1295,93,1772,96,10980,1772
1,24,44,21407,2547,49,224,4,412,224
1,3,24,21407,1567,325,3583,6896,10980,3583
1,220,13,184,184,763,17,19,2636,17
1,4,46,21407,971,96,274,199,10980,274
1,65,8,144,144,284,199,65,1318,199
1,137,5,498,267,60,1772,23,10980,1772
1,404,16,21407,1665,122,116,154,493,116
1,484,27,21407,3945,179,172,12,2690,172
1,25,8,65,65,546,806,670,2400,806
1,409,6,21407,1796,251,4649,6896,10980,4649
1,42,8,21407,4424,300,216,219,2690,216
1,8,53,21407,2547,532,1772,233,10980,1772
1,73,3,498,231,75,3583,6896,10980,3583
1,24,1,90,90,431,165,351,2400,165
1,409,37,21407,3945,543,199,321,2690,199
1,1,8,79,78,37,3583,21,10980,3583
1,839,27,21407,2547,532,201,225,384,201
1,1,12,21407,1295,64,196,199,10980,196
1,236,14,375,321,601,3583,56,10980,3583
1,9,6,44,30,284,329,2,1318,329
1,5,8,21407,2641,33,467,202,892,467
1,239,8,21407,3945,543,467,80,892,467
1,2,46,21407,4424,36,1772,96,10980,1772
1,1,7,160,84,30,473,3,2690,473
1,126,46,21407,2547,230,4649,6896,10980,4649
1,2,64,21407,3945,106,274,30,10980,274
1,295,20,239,239,82,116,10,493,116
1,1,61,21407,1796,415,218,49,941,218
1,115,13,21407,3945,140,521,4,941,521
1,10,61,21407,1665,178,4649,6896,10980,4649
1,17,6,184,184,50,1256,351,2636,1256
1,57,34,140,140,119,376,19,2690,376
1,2,8,21407,2641,73,774,311,2400,774
1,163,18,334,334,143,337,11,783,337
1,4,6,149,149,120,176,33,892,176
1,20,8,190,190,659,329,22,1318,329
1,3,2,21407,3945,140,467,42,892,467
1,10,32,21407,1665,72,3583,6896,10980,3583
1,91,8,197,197,179,1043,128,2636,1043
1,2,9,21407,2547,83,566,665,1287,566
1,236,13,79,78,41,135,34,941,135
1,1,3,400,67,169,27,3,160,27
1,16,14,21407,1567,72,467,96,892,467
1,220,8,171,171,1135,1043,128,2636,1043
1,62,9,498,267,60,4649,23,10980,4649
1,68,29,21407,1665,68,140,11,689,140
1,4,34,21407,1567,325,597,12,1287,597
1,4,26,21407,4424,169,774,1,2400,774
0,104,7,21407,397,7,28,10,362,28
1,839,18,21407,1796,83,3583,6896,10980,3583
1,11,152,21407,3945,525,521,419,941,521
1,62,9,498,231,296,1772,49,10980,1772
1,16,19,21407,3945,162,4649,1244,10980,4649
1,404,24,21407,4424,42,3583,6896,10980,3583
1,56,6,21407,971,128,36,13,146,36
1,4,66,21407,2547,37,60,12,412,60
1,239,44,21407,2547,154,224,11,412,224
1,1,9,21407,3945,183,196,6896,10980,196
1,1,30,21407,1796,66,1772,6896,10980,1772
1,129,19,21407,1665,81,4649,6896,10980,4649
1,409,20,21407,1796,51,197,5,449,197
1,484,16,21407,2547,139,1772,116,10980,1772
1,3,10,295,93,597,806,670,2400,806
1,53,30,21407,4424,525,288,17,783,288
1,11,2,149,123,763,806,670,2400,806
1,4,12,21407,2547,83,15,4,224,15
1,31,21,21407,4424,75,175,13,892,175
1,83,23,21407,3945,151,473,95,2690,473
1,16,25,21407,3945,178,3583,1244,10980,3583
1,81,4,190,190,659,329,16,1318,329
1,839,26,21407,1665,206,4649,6896,10980,4649
1,15,12,21407,971,185,82,14,362,82
1,45,35,21407,3945,179,216,160,2690,216
1,220,6,276,138,763,1256,530,2636,1256
1,23,5,276,138,763,1043,161,2636,1043
1,409,26,21407,4424,183,521,419,941,521
1,5,57,21407,1796,8,3583,6896,10980,3583
1,3,47,21407,1295,64,201,225,384,201
1,8,7,21407,2641,26,17,3,783,17
1,40,44,21407,2547,49,224,13,412,224
1,1,5,21407,4424,62,54,116,783,54
1,104,9,21407,2547,83,566,665,1287,566
1,239,49,21407,2547,304,4649,7,10980,4649
1,247,1,400,295,128,116,154,493,116
1,839,4,295,81,763,806,670,2400,806
1,65,3,105,105,763,1256,530,2636,1256
1,3,6,44,30,284,329,2,1318,329
1,63,3,269,111,763,806,670,2400,806
1,6,27,21407,2641,195,3583,6896,10980,3583
1,2,10,721,721,296,3583,6896,10980,3583
1,73,43,21407,4424,169,774,311,2400,774
1,8,26,21407,2641,66,1772,1244,10980,1772
1,23,20,282,209,296,91,24,689,91
1,2,53,21407,1567,210,17,21,783,17
1,167,22,21407,4424,304,335,68,2690,335
1,11,4,43,42,546,1256,530,2636,1256
1,34,3,21407,4424,119,774,44,2400,774
1,54,22,21407,2641,435,217,46,10980,217
1,4,2,21407,3945,24,47,2,128,47
1,13,17,21407,1796,30,11,6,20,11
1,299,26,21407,4424,501,3583,6896,10980,3583
1,2,9,21407,2547,83,1772,6896,10980,1772
1,6,7,21407,2547,60,53,13,241,53
0,5,9,398,396,79,13,21,2400,13
1,3,2,140,140,190,3583,6896,10980,3583
1,239,9,21407,1796,128,175,219,892,175
1,24,53,21407,3945,601,4649,6896,10980,4649
1,839,25,21407,2547,532,3583,1244,10980,3583
1,17,11,721,721,52,37,4,224,37
1,99,15,197,197,763,1256,351,2636,1256
1,3,3,18,18,431,1256,23,2636,1256
1,73,3,276,138,763,806,670,2400,806
1,7,44,21407,4424,169,337,153,783,337
1,409,21,21407,1295,125,4649,6896,10980,4649
1,3,18,21407,1567,96,774,311,2400,774
1,3,17,21407,3945,140,152,10,241,152
1,1,52,21407,971,111,30,225,384,30
1,10,7,190,190,296,238,1,689,238
1,409,35,21407,1665,72,197,324,449,197
1,53,54,21407,2641,60,145,205,783,145
1,1,51,21407,4424,300,467,26,892,467
1,3,29,721,721,415,218,94,941,218
1,11,15,21407,1567,147,83,20,783,83
1,13,6,61,61,597,1043,36,2636,1043
1,3,4,21407,4424,157,43,4,2690,43
1,4,27,21407,3945,179,172,12,2690,172
1,26,2,119,119,546,806,670,2400,806
1,73,10,498,267,13,28,7,362,28
1,299,2,21407,4424,65,7,2,146,7
1,220,4,25,25,431,1043,161,2636,1043
1,2,5,375,321,601,3583,6896,10980,3583
1,31,3,398,396,24,180,88,493,180
1,5,13,21407,2641,43,1772,6,10980,1772
1,22,16,21407,2641,97,24,68,10980,24
1,104,26,21407,2641,70,43,4,150,43
1,2,10,21407,971,124,3583,6896,10980,3583
1,63,6,269,74,597,15,13,39,15
1,236,8,21407,3945,159,3583,6896,10980,3583
1,65,1,105,105,32,384,30,2400,384
1,6,20,94,94,659,164,9,1318,164
1,247,17,129,129,597,1043,79,2636,1043
1,1,18,21407,971,124,4649,6896,10980,4649
1,6,5,44,14,113,7,3,108,7
1,5,35,107,107,106,175,22,689,175
1,22,31,21407,3945,143,81,22,1287,81
0,104,2,21407,4424,185,82,1,362,82
1,1,47,21407,2641,52,4649,6896,10980,4649
1,137,21,498,267,60,3583,6896,10980,3583
1,81,4,37,20,659,164,4,1318,164
1,33,6,275,257,284,199,6,1318,199
1,22,9,21407,4424,525,597,4,1287,597
1,45,26,21407,2641,66,467,7,892,467
0,79,2,21407,4424,2,55,87,160,55
1,42,3,742,489,98,566,665,1287,566
1,115,42,21407,2547,115,774,35,2400,774
1,49,6,275,257,659,394,81,1318,394
1,1,56,21407,4424,366,3583,6896,10980,3583
1,4,53,21407,3945,601,597,153,1287,597
1,6,60,21407,1796,60,4649,6896,10980,4649
1,3,52,21407,971,111,30,225,384,30
1,3,15,21407,1567,147,83,20,783,83
1,1,17,21407,971,124,4649,1244,10980,4649
0,484,9,21407,1796,83,4649,6896,10980,4649
0,8,51,21407,1665,206,1772,6896,10980,1772
1,11,8,21407,1665,68,774,311,2400,774
1,32,30,21407,2641,231,4649,6896,10980,4649
1,58,13,94,185,435,3583,6896,10980,3583
1,46,6,21407,1567,145,103,29,2690,103
1,5,35,107,107,296,175,22,689,175
1,91,13,276,138,763,1256,530,2636,1256
1,7,64,21407,3945,106,566,665,1287,566
1,409,32,21407,4424,157,43,11,2690,43
0,4,15,21407,2547,37,344,7,783,344
1,8,26,21407,1567,325,3583,6896,10980,3583
1,137,13,21407,1796,46,597,4,1287,597
1,12,9,21407,1567,145,99,9,2690,99
1,92,5,21407,3945,543,14,38,176,14
1,16,9,21407,4424,25,172,50,2690,172
1,1,26,721,721,16,521,94,941,521
1,1,10,239,239,72,211,194,1294,211
1,839,14,21407,2547,304,3583,1244,10980,3583
1,68,28,21407,1665,33,597,665,1287,597
1,31,13,398,396,109,473,13,2690,473
1,84,33,21407,3945,128,160,321,2690,160
1,38,21,498,267,60,3583,23,10980,3583
1,3,22,21407,1567,305,4649,6896,10980,4649
1,1,19,21407,2547,230,4649,6896,10980,4649
1,157,21,398,396,68,376,3,2690,376
1,92,2,149,149,68,180,64,493,180
1,45,2,160,84,42,7,14,78,7
1,1,4,29,28,169,28,5,160,28
1,3,23,21407,1796,251,197,5,449,197
1,14,17,398,396,34,180,8,493,180
1,4,25,21407,4424,120,1772,233,10980,1772
1,57,32,21407,2641,109,1772,12,10980,1772
1,1,13,21407,2641,43,1772,6,10980,1772
1,8,4,21407,1295,102,217,42,10980,217
1,2,13,21407,2547,83,4649,6896,10980,4649
1,4,152,21407,4424,525,521,419,941,521
1,409,6,21407,1796,91,1772,47,10980,1772
1,10,29,21407,2547,154,60,12,412,60
1,839,7,21407,3945,179,566,665,1287,566
1,484,37,21407,3945,7,172,34,2690,172
1,9,18,21407,3945,65,73,12,783,73
1,13,15,21407,971,128,4649,6896,10980,4649
1,3,29,21407,3945,543,4649,1244,10980,4649
1,16,14,21407,1796,75,4649,6896,10980,4649
1,1,12,21407,2547,532,337,153,783,337
1,113,5,94,8,33,47,2,128,47
1,135,2,721,721,46,19,12,111,19
1,839,2,21407,2641,109,15,3,224,15
1,12,52,21407,3945,68,172,50,2690,172
1,1,16,721,721,79,3583,6896,10980,3583
1,2,17,21407,1295,5,3583,66,10980,3583
1,25,8,65,65,546,1043,161,2636,1043
1,73,17,21407,1796,94,289,153,465,289
1,9,23,21407,1295,278,566,665,1287,566
1,25,3,94,94,20,384,4,2400,384
1,3,7,21407,1295,93,3583,1244,10980,3583
0,1,6,221,221,1135,1256,114,2636,1256
1,127,4,21407,4424,19,337,24,783,337
1,7,14,21407,1796,109,197,324,449,197
1,3,13,21407,1796,107,4649,6896,10980,4649
1,79,17,21407,4424,148,342,96,1294,342
1,2,14,190,190,91,394,25,1318,394
1,7,11,21407,3945,52,1772,128,10980,1772
1,34,4,295,113,763,806,670,2400,806
1,12,3,79,78,140,137,71,10980,137
1,7,6,41,34,659,394,15,1318,394
1,14,2,742,489,123,3583,6896,10980,3583
1,3,38,21407,1665,138,85,181,465,85
1,1,4,721,721,113,1772,22,10980,1772
1,16,2,60,50,1135,82,27,362,82
1,18,3,269,111,546,806,670,2400,806
1,36,3,400,67,169,27,3,160,27
1,8,27,21407,2641,195,1772,19,10980,1772
1,2,2,21407,3945,151,176,202,892,176
0,115,4,21407,2547,532,274,6896,10980,274
1,21,5,276,138,763,1256,161,2636,1256
0,104,7,21407,1295,11,344,153,783,344
1,2,24,21407,4424,366,4649,6896,10980,4649
1,34,8,295,93,64,384,2,2400,384
1,1,30,21407,4424,525,288,17,783,288
1,136,23,282,209,103,91,17,689,91
1,113,7,21407,4424,114,774,311,2400,774
1,220,2,186,186,431,1043,161,2636,1043
1,1,16,21407,2547,532,4649,6896,10980,4649
1,17,9,21407,4424,25,172,50,2690,172
1,18,1,149,123,8,384,2,2400,384
1,9,4,186,186,431,37,37,2400,37
1,4,14,21407,4424,114,344,20,783,344
1,16,4,79,79,206,4649,6896,10980,4649
1,2,22,21407,1567,305,3583,1244,10980,3583
1,2,49,21407,3945,162,4649,6896,10980,4649
1,1,9,21407,1567,96,337,10,783,337
1,13,13,21407,2547,60,176,15,892,176
1,3,20,21407,3945,48,180,64,493,180
1,839,46,21407,3945,143,4649,6896,10980,4649
1,1,11,21407,4424,60,376,11,2690,376
1,8,13,21407,3945,601,1772,27,10980,1772
1,4,20,21407,3945,82,176,6,892,176
1,49,18,282,209,52,25,81,181,25
1,161,4,21407,2641,195,4649,1244,10980,4649
1,31,6,21407,2547,304,55,16,150,55
1,3,71,21407,1665,66,3583,6896,10980,3583
1,484,12,21407,2547,73,347,194,1294,347
1,3,13,21407,2547,532,4649,6896,10980,4649
1,17,14,21407,971,111,1772,6896,10980,1772
1,7,54,21407,2641,60,288,205,783,288
1,1,28,721,721,79,107,155,294,107
1,2,23,21407,1295,278,4649,1244,10980,4649
1,236,13,400,295,50,3583,10,10980,3583
1,839,39,21407,2547,335,25,7,294,25
1,1,29,721,721,296,3583,6896,10980,3583
1,3,17,21407,4424,292,347,123,1294,347
1,65,5,276,138,45,1256,530,2636,1256
1,839,8,58,58,16,3583,3,10980,3583
1,6,4,742,489,172,73,15,1294,73
1,6,34,21407,2547,115,774,44,2400,774
1,2,19,21407,2641,28,10,3,30,10
1,404,17,21407,3945,48,160,11,2690,160
0,39,29,21407,4424,151,774,59,2400,774
1,21,9,21407,1796,83,1772,47,10980,1772
1,72,22,498,231,107,4649,2,10980,4649
1,135,28,21407,4424,304,376,12,2690,376
1,92,4,21407,1665,292,211,194,1294,211
1,10,29,21407,2547,154,60,179,412,60
1,1,12,21407,4424,317,197,324,449,197
1,40,10,11,10,211,43,65,293,43
1,1,15,21407,4424,120,25,14,294,25
1,1,11,21407,2641,267,384,311,2400,384
1,9,26,21407,4424,157,56,9,190,56
1,88,44,21407,2641,211,135,34,941,135
0,99,3,129,129,179,1043,79,2636,1043
1,1,4,239,239,25,180,88,493,180
1,1,20,21407,1665,95,3583,6896,10980,3583
1,299,15,21407,1567,305,1772,6896,10980,1772
1,2,38,21407,1665,138,85,181,465,85
1,1,22,21407,3945,501,4649,6896,10980,4649
1,1,22,21407,4424,501,1772,6896,10980,1772
1,247,22,21407,1665,54,140,133,689,140
1,239,31,21407,1796,46,467,4,892,467
1,36,14,21407,4424,366,4649,6896,10980,4649
1,4,22,21407,4424,525,83,24,783,83
1,6,23,21407,1665,84,4649,6896,10980,4649
1,11,20,94,94,659,329,4,1318,329
1,16,29,21407,2547,154,224,179,412,224
1,3,14,160,76,317,63,11,2690,63
1,27,20,21407,1796,173,63,22,115,63
1,17,58,21407,3945,501,4649,1244,10980,4649
1,7,40,21407,3945,501,35,80,190,35
1,1,9,21407,971,124,4649,6896,10980,4649
1,295,8,21407,4424,37,172,50,2690,172
1,68,22,21407,1665,145,103,24,2690,103
1,2,21,21407,2547,532,3583,6896,10980,3583
1,1,3,21407,2641,3,5,2,58,5
1,7,14,21407,2641,40,1772,128,10980,1772
1,10,8,184,184,597,806,530,2400,806
1,47,15,334,334,37,159,127,2690,159
1,484,23,291,291,16,329,4,1318,329
1,1,43,21407,3945,501,1772,6896,10980,1772
1,18,18,21407,1567,210,274,21,10980,274
1,78,7,144,144,45,73,17,783,73
0,12,8,21407,181,46,110,8,1318,110
1,13,20,21407,1567,173,63,24,115,63
1,17,6,334,334,92,342,6,1294,342
1,4,10,160,76,304,566,4,1287,566
1,16,9,21407,1665,145,103,222,2690,103
1,81,2,21407,181,75,329,174,1318,329
1,14,3,269,74,546,806,670,2400,806
1,167,19,21407,3945,151,774,9,2400,774
1,839,29,21407,3945,543,4649,1244,10980,4649
1,839,46,21407,4424,50,1772,96,10980,1772
1,72,24,498,267,60,1772,23,10980,1772
1,8,3,171,171,1135,1256,2,2636,1256
0,295,24,21407,3945,183,1772,49,10980,1772
1,4,9,21407,397,83,342,67,1294,342
1,9,53,21407,2547,532,1772,233,10980,1772
1,409,1,21407,1665,103,4649,6896,10980,4649
1,1,32,21407,1567,40,83,24,783,83
1,2,2,21407,3945,5,467,80,892,467
1,25,7,21407,2641,30,344,5,783,344
1,3,14,742,489,90,91,246,465,91
1,21,11,21407,2547,335,3583,1244,10980,3583
1,2,14,21407,4424,68,4649,6896,10980,4649
1,16,10,21407,1665,206,467,219,892,467
1,7,22,21407,3945,190,4649,6896,10980,4649
1,42,8,21407,1665,68,774,311,2400,774
1,8,29,21407,1567,147,521,1,941,521
1,19,54,21407,2641,60,288,96,783,288
1,2,9,398,396,304,172,9,2690,172
1,2,46,721,721,97,3583,6896,10980,3583
1,4,32,21407,4424,45,33,10,783,33
1,50,62,21407,3945,543,147,321,493,147
1,404,7,160,84,35,7,8,53,7
1,68,1,21407,397,2,211,2,1294,211
1,1,15,21407,1295,267,217,6,10980,217
1,19,3,105,105,546,806,670,2400,806
1,2,29,721,721,415,218,94,941,218
1,7,17,375,321,55,521,419,941,521
1,14,52,21407,971,111,147,22,384,147
1,3,6,21407,2547,47,774,311,2400,774
1,2,9,58,58,14,3583,6896,10980,3583
1,484,10,21407,1567,72,47,9,128,47
1,295,38,21407,3945,317,175,219,892,175
1,21,4,144,144,284,115,4,1318,115
1,299,1,21407,2547,83,8,22,146,8
0,409,4,375,321,159,185,13,449,185
1,7,13,21407,971,96,58,199,10980,58
1,11,6,21407,971,96,196,43,10980,196
1,6,49,21407,1796,73,55,11,150,55
1,46,12,21407,1665,73,99,29,2690,99
1,22,27,21407,4424,525,3583,1244,10980,3583
1,839,35,21407,2547,304,4649,6896,10980,4649
1,84,10,21407,4424,109,216,10,2690,216
1,40,46,21407,2547,230,4649,6896,10980,4649
1,7,60,21407,1796,60,4649,6896,10980,4649
1,4,4,17,17,431,1256,351,2636,1256
1,839,7,21407,1567,210,597,3,1287,597
1,4,32,21407,4424,157,43,14,2690,43
1,129,22,498,231,107,3583,9,10980,3583
1,20,9,190,190,284,199,22,1318,199
1,10,31,21407,3945,292,211,194,1294,211
1,3,23,400,295,37,197,13,449,197
1,31,8,144,144,284,110,62,1318,110
1,2,10,234,83,1135,17,2,2636,17
1,1,14,234,83,1135,1043,128,2636,1043
1,247,27,21407,4424,129,335,93,2690,335
1,84,52,21407,3945,543,473,95,2690,473
1,1,3,398,396,169,5,3,160,5
1,56,55,21407,1796,84,185,324,449,185
1,2,4,40,40,1135,240,333,2636,240
1,3,53,21407,1567,210,60,9,783,60
1,32,14,21407,2641,435,1772,116,10980,1772
1,1,27,21407,3945,151,4649,39,10980,4649
1,1,4,118,50,763,1043,161,2636,1043
1,1,11,21407,1567,210,16,181,783,16
1,4,6,21407,397,83,347,194,1294,347
1,2,14,21407,1567,72,467,96,892,467
1,1,47,21407,2641,52,4649,4,10980,4649
1,2,16,21407,3945,12,3583,1244,10980,3583
1,29,18,21407,1567,173,35,18,115,35
1,4,15,334,334,37,159,127,2690,159
1,1,37,21407,3945,54,467,42,892,467
1,236,5,375,321,601,3583,6896,10980,3583
1,129,5,21407,1665,103,1772,116,10980,1772
1,108,13,171,171,1135,1256,333,2636,1256
1,14,25,21407,1567,173,1772,96,10980,1772
1,17,8,197,197,179,1043,128,2636,1043
1,1,1,239,239,58,473,1,2690,473
1,5,11,21407,4424,183,4649,1244,10980,4649
1,26,37,21407,4424,366,4649,6896,10980,4649
1,78,15,275,257,284,329,17,1318,329
1,204,15,21407,4424,300,216,219,2690,216
1,3,6,742,489,366,3583,56,10980,3583
1,17,10,197,197,179,1256,351,2636,1256
1,92,2,21407,3945,151,176,202,892,176
1,29,5,144,144,284,110,81,1318,110
1,295,16,398,396,15,116,2,493,116
0,1,38,21407,1665,231,289,246,465,289
1,409,38,21407,971,60,33,18,150,33
1,1,25,21407,3945,190,3583,6896,10980,3583
1,23,35,107,107,106,175,22,689,175
1,5,16,21407,2547,435,217,42,10980,217
1,6,61,21407,2547,335,4649,6896,10980,4649
1,1,8,21407,3945,601,597,41,1287,597
0,4,57,21407,1796,415,3583,1244,10980,3583
0,15,4,21407,3945,52,4649,6896,10980,4649
1,2,1,21407,971,124,3583,6896,10980,3583
1,8,39,21407,1295,102,4649,6896,10980,4649
1,83,35,21407,3945,179,199,321,2690,199
1,8,48,21407,2547,139,3583,1244,10980,3583
1,22,8,375,321,55,3583,6896,10980,3583
1,108,36,21407,4424,38,159,127,2690,159
1,10,18,21407,1567,96,147,225,384,147
1,295,7,21407,2547,60,63,11,2690,63
1,3,28,21407,1295,125,4649,6896,10980,4649
1,3,9,398,396,304,172,9,2690,172
1,88,14,21407,2641,138,3583,6896,10980,3583
1,5,10,375,321,42,3583,6896,10980,3583
1,32,20,21407,2641,60,288,205,783,288
1,37,22,21407,3945,501,4649,6896,10980,4649
1,4,19,21407,4424,36,1772,96,10980,1772
0,2,1,334,334,7,18,1,362,18
1,18,21,21407,1665,54,774,311,2400,774
1,4,17,21407,3945,98,3583,6896,10980,3583
1,34,20,21407,3945,140,172,33,2690,172
1,247,16,21407,2641,267,384,3,2400,384
0,17,6,15,15,34,8,6,128,8
1,404,16,21407,3945,601,467,80,892,467
1,2,15,21407,1567,305,1772,6896,10980,1772
1,2,29,721,721,296,4649,6896,10980,4649
1,404,44,21407,1796,27,36,24,241,36
1,32,1,400,295,3,2,1,2636,2
1,3,5,375,321,601,3583,6896,10980,3583
1,27,18,21407,3945,543,23,23,2690,23
1,63,2,269,111,546,1256,530,2636,1256
1,19,13,17,4,21,774,12,2400,774
1,5,45,21407,4424,525,8,8,783,8
1,8,35,21407,2547,304,4649,282,10980,4649
1,51,13,171,171,1135,1256,333,2636,1256
1,1,6,742,253,366,86,121,2400,86
0,2,61,21407,2547,335,1772,128,10980,1772
1,1,1,36,36,546,1043,1,2636,1043
1,220,8,184,184,179,1256,351,2636,1256
1,1,28,21407,1295,125,1772,6896,10980,1772
1,204,11,21407,3945,106,4649,6896,10980,4649
1,2,18,21407,1567,210,197,324,449,197
1,27,2,70,70,546,806,670,2400,806
1,299,18,21407,1567,305,3583,6896,10980,3583
1,79,16,275,257,284,199,65,1318,199
1,3,3,21407,3945,43,152,29,241,152
1,161,27,21407,2641,231,24,68,10980,24
1,45,7,21407,2641,267,37,4,1294,37
1,10,33,21407,1295,267,521,419,941,521
1,25,22,21407,1796,90,4649,6896,10980,4649
1,1,10,21407,3945,159,196,30,10980,196
1,73,6,498,267,28,43,2,150,43
1,6,15,21407,397,115,12,8,98,12
1,3,5,21407,1665,79,347,123,1294,347
1,1,50,21407,3945,162,1772,29,10980,1772
1,62,17,721,721,27,37,12,224,37
1,79,13,21407,4424,111,160,10,2690,160
1,8,28,21407,1295,125,1772,6896,10980,1772
1,5,2,21407,3945,41,566,665,1287,566
1,62,9,498,267,251,8,1,146,8
1,12,39,21407,2641,95,217,42,10980,217
1,6,35,21407,2547,304,4649,282,10980,4649
1,79,19,21407,3945,543,376,222,2690,376
1,409,23,21407,1796,251,185,324,449,185
1,247,11,140,140,119,473,8,2690,473
1,409,15,21407,4424,38,3583,6896,10980,3583
1,12,4,282,209,52,394,244,1318,394
1,1,38,21407,3945,501,3583,6896,10980,3583
1,1,20,398,396,58,473,19,2690,473
1,839,9,21407,4424,12,774,311,2400,774
1,34,22,21407,1665,138,103,24,2690,103
1,839,38,21407,3945,317,566,665,1287,566
1,2,49,21407,3945,162,1772,6896,10980,1772
1,11,36,742,489,172,73,8,1294,73
1,5,53,21407,2547,532,1772,233,10980,1772
1,14,4,37,37,546,806,670,2400,806
1,14,4,21407,1665,54,175,133,689,175
1,5,54,21407,1567,325,4649,1244,10980,4649
1,12,24,21407,2641,73,3583,6896,10980,3583
1,11,5,86,86,1135,806,16,2400,806
1,2,3,184,184,546,1256,33,2636,1256
1,5,35,107,107,106,175,12,689,175
1,24,15,291,291,45,82,3,107,82
1,13,16,21407,2641,97,4649,6896,10980,4649
0,1,21,21407,1796,415,147,24,384,147
1,4,13,21407,4424,300,176,202,892,176
1,35,13,742,253,296,238,36,689,238
1,9,35,21407,2547,47,4649,1244,10980,4649
1,484,99,21407,1295,42,91,246,465,91
1,839,60,21407,1796,84,1772,233,10980,1772
1,3,57,21407,2547,9,224,179,412,224
1,1,16,21407,4424,601,3583,6896,10980,3583
1,13,38,21407,3945,179,473,10,2690,473
1,11,6,86,86,1135,240,62,2636,240
0,1,11,21407,4424,60,473,66,2690,473
